global/dataset;postprocessor/annual_profiles_creation/start_weekday;global/debug;global/run_label;dataparsers/subset_vehicle_segment;dataparsers/vehicle_segment;"gridmodellers/grid_availability_distribution/HOME";"gridmodellers/grid_availability_distribution/WORK";"gridmodellers/grid_availability_distribution/SCHOOL";"gridmodellers/grid_availability_distribution/SHOPPING";"gridmodellers/grid_availability_distribution/LEISURE";"gridmodellers/grid_availability_distribution/OTHER";flexestimators/electric_consumption/general;flexestimators/battery/battery_capacity;flexestimators/cccv_charging/CCCV_limit;flexestimators/plugging_behaviour/consider_plugging_behaviour;flexestimators/plugging_behaviour/soc_plugging_threshold;postprocessor/upscaling_base
VF;5;False;year_2021;TRUE;VF/M;"0: 0.7/3.7: 0.2/11: 0.1";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";16.3;58.8;0.75;FALSE;1;fleet_size
VF;1;False;year_2024;TRUE;VF/M;"0: 0.6/3.7: 0.2/11: 0.2";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";15.7;62.53;0.75;FALSE;1;fleet_size
VF;5;False;year_2027;TRUE;VF/M;"0: 0.6/3.7: 0.2/11: 0.2";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";15.1;66.27;0.75;FALSE;1;fleet_size
VF;2;False;year_2030;TRUE;VF/M;"0: 0.5/3.7: 0.4/11: 0.1";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";14.5;70;0.75;FALSE;1;fleet_size
VF;1;False;year_2035;TRUE;VF/M;"0: 0.4/3.7: 0.4/11: 0.2";"0: 0.5/3.7: 0.2/11: 0.2/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";13.69;70;0.75;FALSE;1;fleet_size
VF;7;False;year_2040;TRUE;VF/M;"0: 0.4/3.7: 0.4/11: 0.2";"0: 0.4/3.7: 0.2/11: 0.2/22: 0.2/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";12.88;70;0.75;FALSE;1;fleet_size
VF;7;False;year_2045;TRUE;VF/M;"0: 0.4/3.7: 0.4/11: 0.2";"0: 0.4/3.7: 0.2/11: 0.2/22: 0.2/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";12.88;70;0.75;FALSE;1;fleet_size
VF;6;False;year_2050;TRUE;VF/M;"0: 0.2/3.7: 0.6/11: 0.2";"0: 0.3/3.7: 0.2/11: 0.2/22: 0.2/50: 0.1";"0: 0.5/3.7: 0.2/11: 0.1/22: 0.1/50: 0.1";"0: 0.5/3.7: 0.2/11: 0.1/22: 0.1/50: 0.1";"0: 0.5/3.7: 0.2/11: 0.1/22: 0.1/50: 0.1";"0: 0.5/3.7: 0.2/11: 0.1/22: 0.1/50: 0.1";12.88;70;0.75;FALSE;1;fleet_size
VF;4;False;year_2060;TRUE;VF/M;"0: 0.2/3.7: 0.6/11: 0.2";"0: 0.3/3.7: 0.2/11: 0.2/22: 0.2/50: 0.1";"0: 0.5/3.7: 0.2/11: 0.1/22: 0.1/50: 0.1";"0: 0.5/3.7: 0.2/11: 0.1/22: 0.1/50: 0.1";"0: 0.5/3.7: 0.2/11: 0.1/22: 0.1/50: 0.1";"0: 0.5/3.7: 0.2/11: 0.1/22: 0.1/50: 0.1";12.88;70;0.75;FALSE;1;fleet_size
VF;3;False;year_2070;TRUE;VF/M;"0: 0.2/3.7: 0.6/11: 0.2";"0: 0.3/3.7: 0.2/11: 0.2/22: 0.2/50: 0.1";"0: 0.5/3.7: 0.2/11: 0.1/22: 0.1/50: 0.1";"0: 0.5/3.7: 0.2/11: 0.1/22: 0.1/50: 0.1";"0: 0.5/3.7: 0.2/11: 0.1/22: 0.1/50: 0.1";"0: 0.5/3.7: 0.2/11: 0.1/22: 0.1/50: 0.1";12.88;70;0.75;FALSE;1;fleet_size
VF;5;False;year_2021;TRUE;VF/L;"0: 0.7/3.7: 0.2/11: 0.1";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";22.3;88.9;0.75;FALSE;1;fleet_size
VF;1;False;year_2024;TRUE;VF/L;"0: 0.6/3.7: 0.2/11: 0.2";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";21.50;92.6;0.75;FALSE;1;fleet_size
VF;5;False;year_2027;TRUE;VF/L;"0: 0.6/3.7: 0.2/11: 0.2";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";20.71;96.3;0.75;FALSE;1;fleet_size
VF;2;False;year_2030;TRUE;VF/L;"0: 0.5/3.7: 0.4/11: 0.1";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";19.91;100;0.75;FALSE;1;fleet_size
VF;1;False;year_2035;TRUE;VF/L;"0: 0.4/3.7: 0.4/11: 0.2";"0: 0.5/3.7: 0.2/11: 0.2/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";18.75;100;0.75;FALSE;1;fleet_size
VF;7;False;year_2040;TRUE;VF/L;"0: 0.4/3.7: 0.4/11: 0.2";"0: 0.4/3.7: 0.2/11: 0.2/22: 0.2/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";17.59;100;0.75;FALSE;1;fleet_size
VF;7;False;year_2045;TRUE;VF/L;"0: 0.4/3.7: 0.4/11: 0.2";"0: 0.4/3.7: 0.2/11: 0.2/22: 0.2/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";17.59;100;0.75;FALSE;1;fleet_size
VF;6;False;year_2050;TRUE;VF/L;"0: 0.2/3.7: 0.6/11: 0.2";"0: 0.3/3.7: 0.2/11: 0.2/22: 0.2/50: 0.1";"0: 0.5/3.7: 0.2/11: 0.1/22: 0.1/50: 0.1";"0: 0.5/3.7: 0.2/11: 0.1/22: 0.1/50: 0.1";"0: 0.5/3.7: 0.2/11: 0.1/22: 0.1/50: 0.1";"0: 0.5/3.7: 0.2/11: 0.1/22: 0.1/50: 0.1";17.59;100;0.75;FALSE;1;fleet_size
VF;4;False;year_2060;TRUE;VF/L;"0: 0.2/3.7: 0.6/11: 0.2";"0: 0.3/3.7: 0.2/11: 0.2/22: 0.2/50: 0.1";"0: 0.5/3.7: 0.2/11: 0.1/22: 0.1/50: 0.1";"0: 0.5/3.7: 0.2/11: 0.1/22: 0.1/50: 0.1";"0: 0.5/3.7: 0.2/11: 0.1/22: 0.1/50: 0.1";"0: 0.5/3.7: 0.2/11: 0.1/22: 0.1/50: 0.1";17.59;100;0.75;FALSE;1;fleet_size
VF;3;False;year_2070;TRUE;VF/L;"0: 0.2/3.7: 0.6/11: 0.2";"0: 0.3/3.7: 0.2/11: 0.2/22: 0.2/50: 0.1";"0: 0.5/3.7: 0.2/11: 0.1/22: 0.1/50: 0.1";"0: 0.5/3.7: 0.2/11: 0.1/22: 0.1/50: 0.1";"0: 0.5/3.7: 0.2/11: 0.1/22: 0.1/50: 0.1";"0: 0.5/3.7: 0.2/11: 0.1/22: 0.1/50: 0.1";17.59;100;0.75;FALSE;1;fleet_size
VF;5;False;year_2021_stock;TRUE;VF/S;"0: 0.7/3.7: 0.2/11: 0.1";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";16.49;32.77;0.75;FALSE;1;fleet_size
VF;1;False;year_2024_stock;TRUE;VF/S;"0: 0.6/3.7: 0.2/11: 0.2";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";16.49;32.77;0.75;FALSE;1;fleet_size
VF;5;False;year_2027_stock;TRUE;VF/S;"0: 0.6/3.7: 0.2/11: 0.2";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";16.49;32.77;0.75;FALSE;1;fleet_size
VF;2;False;year_2030_stock;TRUE;VF/S;"0: 0.5/3.7: 0.4/11: 0.1";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";16.49;32.77;0.75;FALSE;1;fleet_size
VF;1;False;year_2035_stock;TRUE;VF/S;"0: 0.4/3.7: 0.4/11: 0.2";"0: 0.5/3.7: 0.2/11: 0.2/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";16.49;32.77;0.75;FALSE;1;fleet_size
VF;5;False;year_2021_stock;TRUE;VF/M;"0: 0.7/3.7: 0.2/11: 0.1";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";16.88;47.91;0.75;FALSE;1;fleet_size
VF;1;False;year_2024_stock;TRUE;VF/M;"0: 0.6/3.7: 0.2/11: 0.2";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";16.88;47.91;0.75;FALSE;1;fleet_size
VF;5;False;year_2027_stock;TRUE;VF/M;"0: 0.6/3.7: 0.2/11: 0.2";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";16.88;47.91;0.75;FALSE;1;fleet_size
VF;2;False;year_2030_stock;TRUE;VF/M;"0: 0.5/3.7: 0.4/11: 0.1";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";16.88;47.91;0.75;FALSE;1;fleet_size
VF;1;False;year_2035_stock;TRUE;VF/M;"0: 0.4/3.7: 0.4/11: 0.2";"0: 0.5/3.7: 0.2/11: 0.2/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";16.88;47.91;0.75;FALSE;1;fleet_size
VF;5;False;year_2021_stock;TRUE;VF/L;"0: 0.7/3.7: 0.2/11: 0.1";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";22.12;88.11;0.75;FALSE;1;fleet_size
VF;1;False;year_2024_stock;TRUE;VF/L;"0: 0.6/3.7: 0.2/11: 0.2";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";"0: 0.8/3.7: 0.1/11: 0.1/22: 0/50: 0";22.12;88.11;0.75;FALSE;1;fleet_size
VF;5;False;year_2027_stock;TRUE;VF/L;"0: 0.6/3.7: 0.2/11: 0.2";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";22.12;88.11;0.75;FALSE;1;fleet_size
VF;2;False;year_2030_stock;TRUE;VF/L;"0: 0.5/3.7: 0.4/11: 0.1";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";"0: 0.7/3.7: 0.1/11: 0.1/22: 0.1/50: 0";22.12;88.11;0.75;FALSE;1;fleet_size
VF;1;False;year_2035_stock;TRUE;VF/L;"0: 0.4/3.7: 0.4/11: 0.2";"0: 0.5/3.7: 0.2/11: 0.2/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";"0: 0.6/3.7: 0.2/11: 0.1/22: 0.1/50: 0";22.12;88.11;0.75;FALSE;1;fleet_size
